,CNPJ,NOME,ENDEREÇO,COMPLEMENTO,BAIRRO,MUNICÍPIO,UF,PRODUTO,VALOR VENDA,DATA CADASTRO
144,03822836000160,POSTO EUROGAZ,"AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B",,CENTRO,DUQUE DE CAXIAS,RJ,Gasolina C Comum,4.9900,'12/07/2018
145,03822836000160,POSTO EUROGAZ,"AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B",,CENTRO,DUQUE DE CAXIAS,RJ,Etanol,3.4900,'12/07/2018
146,03822836000160,POSTO EUROGAZ,"AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B",,CENTRO,DUQUE DE CAXIAS,RJ,GNV,2.7990,'12/07/2018
147,03822836000160,POSTO EUROGAZ,"AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B",,CENTRO,DUQUE DE CAXIAS,RJ,Diesel S10,3.5300,'12/07/2018
148,03914236000121,RALLY AUTO POSTO,"VIA DE ACESSO PEDRO CARLETTO,500",,JARDIM SESQUICENTENARIO,TAQUARITINGA,SP,Gasolina C Comum,4.2490,'14/03/2019
149,03914236000121,RALLY AUTO POSTO,"VIA DE ACESSO PEDRO CARLETTO,500",,JARDIM SESQUICENTENARIO,TAQUARITINGA,SP,Etanol,2.7990,'14/03/2019
150,03914236000121,RALLY AUTO POSTO,"VIA DE ACESSO PEDRO CARLETTO,500",,JARDIM SESQUICENTENARIO,TAQUARITINGA,SP,Diesel S500,3.4990,'14/03/2019
151,03914236000121,RALLY AUTO POSTO,"VIA DE ACESSO PEDRO CARLETTO,500",,JARDIM SESQUICENTENARIO,TAQUARITINGA,SP,Diesel S10,3.5990,'14/03/2019
152,03922066000127,POSTO F1 RACING LTDA,"AVENIDA 22 DE MAIO,2952","LOTE 05, QUADRA 05",LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO,ITABORAI,RJ,Gasolina C Comum,4.9990,'18/04/2019
153,03922066000127,POSTO F1 RACING LTDA,"AVENIDA 22 DE MAIO,2952","LOTE 05, QUADRA 05",LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO,ITABORAI,RJ,Etanol,4.2990,'18/04/2019
154,03922066000127,POSTO F1 RACING LTDA,"AVENIDA 22 DE MAIO,2952","LOTE 05, QUADRA 05",LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO,ITABORAI,RJ,GNV,3.0990,'18/04/2019
155,03922066000127,POSTO F1 RACING LTDA,"AVENIDA 22 DE MAIO,2952","LOTE 05, QUADRA 05",LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO,ITABORAI,RJ,Diesel S500,3.6890,'18/04/2019
156,03922066000127,POSTO F1 RACING LTDA,"AVENIDA 22 DE MAIO,2952","LOTE 05, QUADRA 05",LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO,ITABORAI,RJ,Diesel S10,3.7390,'18/04/2019
157,03927792000132,POSTO CARRETAO,"AVENIDA SAO LUIZ,100",,JD SAO LUIZ,CACERES,MT,Gasolina C Comum,4.7300,'19/09/2018
158,03927792000132,POSTO CARRETAO,"AVENIDA SAO LUIZ,100",,JD SAO LUIZ,CACERES,MT,Etanol,2.9500,'19/09/2018
159,03927792000132,POSTO CARRETAO,"AVENIDA SAO LUIZ,100",,JD SAO LUIZ,CACERES,MT,Diesel S500,3.9200,'19/09/2018
160,03927792000132,POSTO CARRETAO,"AVENIDA SAO LUIZ,100",,JD SAO LUIZ,CACERES,MT,Diesel S10,3.9900,'19/09/2018
161,04253381000171,POSTO MAGUARI LTDA,"RODOVIA AUGUSTO MONTENEGRO,SN",KM    09                  CONJ  MAGUARI,COQUEIRO,BELEM,PA,Gasolina C Comum,4.5990,'29/08/2018
162,04253381000171,POSTO MAGUARI LTDA,"RODOVIA AUGUSTO MONTENEGRO,SN",KM    09                  CONJ  MAGUARI,COQUEIRO,BELEM,PA,Etanol,3.4990,'29/08/2018
163,04253381000171,POSTO MAGUARI LTDA,"RODOVIA AUGUSTO MONTENEGRO,SN",KM    09                  CONJ  MAGUARI,COQUEIRO,BELEM,PA,Diesel S10,3.5990,'29/08/2018
164,04643904000277,AUTO POSTO OZIVAL LTDA,"RUA EMILIO MOREIRA,1769 B",,PRAA 14 DE JANEIRO,MANAUS,AM,Gasolina C Comum,3.9800,'14/12/2018
165,04687124000148,AUTO POSTO BURITIS,"AVENIDA AIRTON SENA,1284",,SETOR 02,BURITIS,RO,Gasolina C Comum,4.8900,'07/12/2018
166,04687124000148,AUTO POSTO BURITIS,"AVENIDA AIRTON SENA,1284",,SETOR 02,BURITIS,RO,Etanol,4.2300,'07/12/2018
167,04687124000148,AUTO POSTO BURITIS,"AVENIDA AIRTON SENA,1284",,SETOR 02,BURITIS,RO,Diesel S500,3.9300,'07/12/2018
168,04687124000148,AUTO POSTO BURITIS,"AVENIDA AIRTON SENA,1284",,SETOR 02,BURITIS,RO,Diesel S10,4.0300,'07/12/2018
169,04687124000229,AUTO POSTO MODELO,"AVENIDA PORTO VELHO,810",,SETOR 1,BURITIS,RO,Gasolina C Comum,4.8900,'07/12/2018
170,04687124000229,AUTO POSTO MODELO,"AVENIDA PORTO VELHO,810",,SETOR 1,BURITIS,RO,Etanol,4.2300,'07/12/2018
171,04687124000229,AUTO POSTO MODELO,"AVENIDA PORTO VELHO,810",,SETOR 1,BURITIS,RO,Diesel S500,3.9300,'07/12/2018
172,04687124000229,AUTO POSTO MODELO,"AVENIDA PORTO VELHO,810",,SETOR 1,BURITIS,RO,Diesel S10,4.0300,'07/12/2018
173,04785105000154,VALENCA AUTO SERVICE LTDA.,"RUA MARIA LUCIA DE CASTRO,25",,PQ. VALENCA,CAMPINAS,SP,Gasolina C Comum,4.0990,'29/01/2019
174,04785105000154,VALENCA AUTO SERVICE LTDA.,"RUA MARIA LUCIA DE CASTRO,25",,PQ. VALENCA,CAMPINAS,SP,Etanol,2.7990,'04/12/2018
175,04785105000154,VALENCA AUTO SERVICE LTDA.,"RUA MARIA LUCIA DE CASTRO,25",,PQ. VALENCA,CAMPINAS,SP,Diesel S500,3.5990,'23/01/2019
176,04785105000154,VALENCA AUTO SERVICE LTDA.,"RUA MARIA LUCIA DE CASTRO,25",,PQ. VALENCA,CAMPINAS,SP,Diesel S10,3.6990,'23/01/2019
177,04816108000108,POSTO PALACIO GUANABARA LTDA,"RUA PINHEIRO MACHADO,83",83/FUNDOS,LARANJEIRAS,RIO DE JANEIRO,RJ,Gasolina C Comum,5.1890,'22/04/2019
178,04816108000108,POSTO PALACIO GUANABARA LTDA,"RUA PINHEIRO MACHADO,83",83/FUNDOS,LARANJEIRAS,RIO DE JANEIRO,RJ,Etanol,4.3990,'22/04/2019
179,04816108000108,POSTO PALACIO GUANABARA LTDA,"RUA PINHEIRO MACHADO,83",83/FUNDOS,LARANJEIRAS,RIO DE JANEIRO,RJ,Diesel S10,4.0590,'22/04/2019
180,04816108000108,POSTO PALACIO GUANABARA LTDA,"RUA PINHEIRO MACHADO,83",83/FUNDOS,LARANJEIRAS,RIO DE JANEIRO,RJ,GNV,3.1990,'22/04/2019
181,04825319000107,POSTO AUTOCAR,"RUA EMILIA DOS SANTOS,47",ESQ RUA INDAIAL,SAO JOAO,ITAJAI,SC,Gasolina C Comum,3.7790,'14/08/2018
182,04825319000107,POSTO AUTOCAR,"RUA EMILIA DOS SANTOS,47",ESQ RUA INDAIAL,SAO JOAO,ITAJAI,SC,Etanol,3.0990,'14/08/2018
183,04825319000107,POSTO AUTOCAR,"RUA EMILIA DOS SANTOS,47",ESQ RUA INDAIAL,SAO JOAO,ITAJAI,SC,Diesel S10,3.3980,'14/08/2018
184,04878675000199,AUTO POSTO SAO CRISTOVAO,"AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377",,BELA VISTA,POUSO ALEGRE,MG,Gasolina C Comum,5.0940,'01/10/2018
185,04878675000199,AUTO POSTO SAO CRISTOVAO,"AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377",,BELA VISTA,POUSO ALEGRE,MG,Etanol,3.0960,'01/10/2018
186,04878675000199,AUTO POSTO SAO CRISTOVAO,"AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377",,BELA VISTA,POUSO ALEGRE,MG,Diesel S500,3.7900,'01/10/2018
187,04878675000199,AUTO POSTO SAO CRISTOVAO,"AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377",,BELA VISTA,POUSO ALEGRE,MG,Diesel S10,3.8500,'01/10/2018
188,04982983000160,POSTO 10,"AVENIDA PORTO CARREIRO,1566",,AEROPORTO,CORUMBA,MS,Gasolina C Comum,4.7500,'22/04/2019
189,04982983000160,POSTO 10,"AVENIDA PORTO CARREIRO,1566",,AEROPORTO,CORUMBA,MS,Etanol,3.9500,'22/04/2019
190,04982983000160,POSTO 10,"AVENIDA PORTO CARREIRO,1566",,AEROPORTO,CORUMBA,MS,Diesel S500,3.9600,'22/04/2019
191,04982983000160,POSTO 10,"AVENIDA PORTO CARREIRO,1566",,AEROPORTO,CORUMBA,MS,Diesel S10,4.0600,'22/04/2019
192,05037623000152,AUTO POSTO TIO SAM LTDA,"RODOVIA BR 163,S/N","KM 20,5",ZONA RURAL,MUNDO NOVO,MS,Gasolina C Comum,4.4990,'22/04/2019
193,05037623000152,AUTO POSTO TIO SAM LTDA,"RODOVIA BR 163,S/N","KM 20,5",ZONA RURAL,MUNDO NOVO,MS,Etanol,3.5990,'22/04/2019
194,05037623000152,AUTO POSTO TIO SAM LTDA,"RODOVIA BR 163,S/N","KM 20,5",ZONA RURAL,MUNDO NOVO,MS,Diesel S500,3.3390,'22/04/2019
195,05037623000152,AUTO POSTO TIO SAM LTDA,"RODOVIA BR 163,S/N","KM 20,5",ZONA RURAL,MUNDO NOVO,MS,Diesel S10,3.3990,'22/04/2019
196,05357865000123,BAIRRO NOVO AUTO POSTO LTDA,"RODOVIA BR-364,S/N",KM: 720;,AEROCLUBE,PORTO VELHO,RO,Gasolina C Comum,4.2490,'22/02/2019
197,05357865000123,BAIRRO NOVO AUTO POSTO LTDA,"RODOVIA BR-364,S/N",KM: 720;,AEROCLUBE,PORTO VELHO,RO,Diesel S10,3.7990,'22/01/2019
198,05374546000126,POSTO TITAN,"ESTRADA L,S/N",SÍTIO DA SERRA,NOVO CAVALEIROS,MACAE,RJ,Gasolina C Comum,5.0900,'04/07/2018
199,05374546000126,POSTO TITAN,"ESTRADA L,S/N",SÍTIO DA SERRA,NOVO CAVALEIROS,MACAE,RJ,Etanol,3.5900,'04/07/2018
200,05374546000126,POSTO TITAN,"ESTRADA L,S/N",SÍTIO DA SERRA,NOVO CAVALEIROS,MACAE,RJ,Diesel S500,3.5900,'04/07/2018
201,05374546000126,POSTO TITAN,"ESTRADA L,S/N",SÍTIO DA SERRA,NOVO CAVALEIROS,MACAE,RJ,Diesel S10,3.6500,'04/07/2018
202,05593306000112,AUTO POSTO JOWAL,"RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871",,CENTRO,MACHADINHO D'OESTE,RO,Gasolina C Comum,4.4900,'21/03/2019
203,05593306000112,AUTO POSTO JOWAL,"RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871",,CENTRO,MACHADINHO D'OESTE,RO,Etanol,4.4300,'21/03/2019
204,05593306000112,AUTO POSTO JOWAL,"RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871",,CENTRO,MACHADINHO D'OESTE,RO,Diesel S500,3.9400,'21/03/2019
205,05593306000112,AUTO POSTO JOWAL,"RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871",,CENTRO,MACHADINHO D'OESTE,RO,Diesel S10,4.0100,'21/03/2019
206,05675515000105,POSTO CENTRO SUL,"RUA JOÃO GUALBERTO,237",,CENTRO,PALMAS,PR,Gasolina C Comum,4.5600,'16/07/2018
207,05675515000105,POSTO CENTRO SUL,"RUA JOÃO GUALBERTO,237",,CENTRO,PALMAS,PR,Etanol,3.1800,'16/07/2018
208,05675515000105,POSTO CENTRO SUL,"RUA JOÃO GUALBERTO,237",,CENTRO,PALMAS,PR,Diesel S10,3.3500,'16/07/2018
209,05843222000190,POSTO BARREIRINHAS,"RUA LAURO SODRE,520",,SAO JOSE,TUCURUI,PA,Gasolina C Comum,5.1700,'08/10/2018
210,05843222000190,POSTO BARREIRINHAS,"RUA LAURO SODRE,520",,SAO JOSE,TUCURUI,PA,Diesel S10,4.1600,'08/10/2018
211,06039710000101,L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.,"RODOVIA ESTADUAL RS 122,S/N",KM 23,BELA VISTA,BOM PRINCIPIO,RS,Gasolina C Comum,4.3990,'22/08/2018
212,06039710000101,L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.,"RODOVIA ESTADUAL RS 122,S/N",KM 23,BELA VISTA,BOM PRINCIPIO,RS,Diesel S500,3.0990,'22/08/2018
213,06039710000101,L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.,"RODOVIA ESTADUAL RS 122,S/N",KM 23,BELA VISTA,BOM PRINCIPIO,RS,Diesel S10,3.1490,'22/08/2018
214,06050724000126,AUTO POSTO VILA RICA,"RODOVIA BR-020 KM 87,SN",,VILA BOA,VILA BOA,GO,Gasolina C Comum,4.9990,'03/10/2018
215,06050724000126,AUTO POSTO VILA RICA,"RODOVIA BR-020 KM 87,SN",,VILA BOA,VILA BOA,GO,Etanol,2.9990,'03/10/2018
216,06050724000126,AUTO POSTO VILA RICA,"RODOVIA BR-020 KM 87,SN",,VILA BOA,VILA BOA,GO,Diesel S500,3.8490,'03/10/2018
217,06255176000170,POSTO CIDADE,"AVENIDA AFONSO PENA,1.650",,VILA OLGA,CAMPO GRANDE,MS,Gasolina C Comum,3.8590,'29/01/2019
218,06255176000170,POSTO CIDADE,"AVENIDA AFONSO PENA,1.650",,VILA OLGA,CAMPO GRANDE,MS,Etanol,3.1990,'29/01/2019
219,06255176000170,POSTO CIDADE,"AVENIDA AFONSO PENA,1.650",,VILA OLGA,CAMPO GRANDE,MS,Diesel S10,3.5590,'29/01/2019
220,06269773000154,REVENDEDORA SOPETRO LTDA,"AVENIDA BEIRA MAR,170",,CENTRO,SAO LUIS,MA,Gasolina C Comum,4.6990,'09/10/2018
221,06269773000154,REVENDEDORA SOPETRO LTDA,"AVENIDA BEIRA MAR,170",,CENTRO,SAO LUIS,MA,Diesel S10,3.8990,'09/10/2018
222,06294288000130,POSTO KATIA LOCATELLI,"AVENIDA COSTA E SILVA,14",,JARDIM AMERICA,CAMPO GRANDE,MS,Gasolina C Comum,4.1970,'17/04/2019
223,06294288000130,POSTO KATIA LOCATELLI,"AVENIDA COSTA E SILVA,14",,JARDIM AMERICA,CAMPO GRANDE,MS,Etanol,3.5970,'20/04/2019
224,06294288000130,POSTO KATIA LOCATELLI,"AVENIDA COSTA E SILVA,14",,JARDIM AMERICA,CAMPO GRANDE,MS,Diesel S500,3.6770,'20/04/2019
225,06294288000130,POSTO KATIA LOCATELLI,"AVENIDA COSTA E SILVA,14",,JARDIM AMERICA,CAMPO GRANDE,MS,Diesel S10,3.7770,'20/04/2019
226,06303970000142,AUTO POSTO PONTE METÁLICA,"PRACA MARTINS AFONSO,78",,CENTRO,GUARATINGUETA,SP,Gasolina C Comum,4.0990,'19/04/2019
227,06303970000142,AUTO POSTO PONTE METÁLICA,"PRACA MARTINS AFONSO,78",,CENTRO,GUARATINGUETA,SP,Etanol,3.0990,'20/04/2019
228,06303970000142,AUTO POSTO PONTE METÁLICA,"PRACA MARTINS AFONSO,78",,CENTRO,GUARATINGUETA,SP,Diesel S10,3.5990,'18/12/2018
229,06341746000145,POSTO PALMEIRA,"RODOVIA CUIABA/SANTAREM,S/N",KM 1347,BELA V. DO CARACOL,TRAIRAO,PA,Gasolina C Comum,4.7700,'05/09/2018
230,06341746000145,POSTO PALMEIRA,"RODOVIA CUIABA/SANTAREM,S/N",KM 1347,BELA V. DO CARACOL,TRAIRAO,PA,Diesel S500,3.7400,'05/09/2018
231,06341746000145,POSTO PALMEIRA,"RODOVIA CUIABA/SANTAREM,S/N",KM 1347,BELA V. DO CARACOL,TRAIRAO,PA,Diesel S10,3.8000,'05/09/2018
232,07135119000110,BIOPOSTO CAMPECHE," SERVIDAO TEODORO EUGENIO DA SILVA,47",,CAMPECHE,FLORIANOPOLIS,SC,Gasolina C Comum,3.8990,'28/11/2018
233,07135119000110,BIOPOSTO CAMPECHE," SERVIDAO TEODORO EUGENIO DA SILVA,47",,CAMPECHE,FLORIANOPOLIS,SC,Etanol,3.5990,'12/11/2018
234,07135119000110,BIOPOSTO CAMPECHE," SERVIDAO TEODORO EUGENIO DA SILVA,47",,CAMPECHE,FLORIANOPOLIS,SC,Diesel S10,3.4080,'18/12/2018
235,07157563000137,POSTO SAMUEL,"AVENIDA SANTOS DUMONT,S/N",,TIRIRICAL,SAO LUIS,MA,Gasolina C Comum,4.3800,'23/04/2019
236,07157563000137,POSTO SAMUEL,"AVENIDA SANTOS DUMONT,S/N",,TIRIRICAL,SAO LUIS,MA,Diesel S500,3.5600,'23/04/2019
237,07157563000137,POSTO SAMUEL,"AVENIDA SANTOS DUMONT,S/N",,TIRIRICAL,SAO LUIS,MA,Diesel S10,3.5900,'23/04/2019
238,07198313000145,CLODOMIRO BATHKE E CIA.LTDA,"RUA GUILHERME BATHKE,241",,CENTRO,BALSA NOVA,PR,Gasolina C Comum,4.5900,'13/10/2018
239,07198313000145,CLODOMIRO BATHKE E CIA.LTDA,"RUA GUILHERME BATHKE,241",,CENTRO,BALSA NOVA,PR,Etanol,3.2300,'13/10/2018
240,07198313000145,CLODOMIRO BATHKE E CIA.LTDA,"RUA GUILHERME BATHKE,241",,CENTRO,BALSA NOVA,PR,Diesel S10,3.6200,'13/10/2018
241,07291814000171,POSTO NOVA QUEIMADOS LTDA,"RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201",,CENTRO,QUEIMADOS,RJ,Gasolina C Comum,4.8990,'27/07/2018
242,07291814000171,POSTO NOVA QUEIMADOS LTDA,"RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201",,CENTRO,QUEIMADOS,RJ,Etanol,3.2990,'27/07/2018
243,07291814000171,POSTO NOVA QUEIMADOS LTDA,"RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201",,CENTRO,QUEIMADOS,RJ,GNV,2.5880,'27/07/2018
244,07291814000171,POSTO NOVA QUEIMADOS LTDA,"RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201",,CENTRO,QUEIMADOS,RJ,Diesel S10,3.4890,'27/07/2018
245,07298624000186,POSTO PANTANAL,"RUA PROJETADA,S/N",BR 262 LADO DIREITO,PORTAL DO PANTANAL,MIRANDA,MS,Diesel S500,3.6800,'27/06/2018
246,07298624000186,POSTO PANTANAL,"RUA PROJETADA,S/N",BR 262 LADO DIREITO,PORTAL DO PANTANAL,MIRANDA,MS,Diesel S10,3.7800,'27/06/2018
247,07482075000103,COLOSSAL BATEL,"ALAMEDA DR. CARLOS DE CARVALHO,1830",,BATEL,CURITIBA,PR,Gasolina C Comum,4.2490,'23/04/2019
248,07482075000103,COLOSSAL BATEL,"ALAMEDA DR. CARLOS DE CARVALHO,1830",,BATEL,CURITIBA,PR,Etanol,3.1990,'23/04/2019
249,07482075000103,COLOSSAL BATEL,"ALAMEDA DR. CARLOS DE CARVALHO,1830",,BATEL,CURITIBA,PR,Diesel S10,3.3990,'23/04/2019
250,07536636000100,POSTO DO JOCA,"AVENIDA BRASIL,804",,SIMOES LOPES,PELOTAS,RS,Gasolina C Comum,4.7990,'24/11/2018
251,07536636000100,POSTO DO JOCA,"AVENIDA BRASIL,804",,SIMOES LOPES,PELOTAS,RS,Diesel S500,3.8590,'24/11/2018
252,07536636000100,POSTO DO JOCA,"AVENIDA BRASIL,804",,SIMOES LOPES,PELOTAS,RS,Diesel S10,3.9590,'24/11/2018
253,07605515000164,POSTO SAO RAIMUNDO,"RODOVIA ESTADUAL EDSON QUEIROZ,2474",,MATAQUIRI,CASCAVEL,CE,Gasolina C Comum,4.5500,'14/03/2019
254,07605515000164,POSTO SAO RAIMUNDO,"RODOVIA ESTADUAL EDSON QUEIROZ,2474",,MATAQUIRI,CASCAVEL,CE,Etanol,3.7600,'14/03/2019
255,07605515000164,POSTO SAO RAIMUNDO,"RODOVIA ESTADUAL EDSON QUEIROZ,2474",,MATAQUIRI,CASCAVEL,CE,Diesel S10,3.7900,'11/04/2019
256,07605515000245,POSTO SÃO RAIMUNDO 2,"AVENIDA CHANLECER EDSON QUEIROZ,3376",,RIO NOVO,CASCAVEL,CE,Gasolina C Comum,4.5700,'14/03/2019
257,07605515000245,POSTO SÃO RAIMUNDO 2,"AVENIDA CHANLECER EDSON QUEIROZ,3376",,RIO NOVO,CASCAVEL,CE,Etanol,3.7900,'14/03/2019
258,07605515000245,POSTO SÃO RAIMUNDO 2,"AVENIDA CHANLECER EDSON QUEIROZ,3376",,RIO NOVO,CASCAVEL,CE,Diesel S10,3.7900,'11/04/2019
259,07605515000326,POSTO SAO RAIMUNDO,"RODOVIA CE 040,SN",KM: 58;,MATAQUIRI,CASCAVEL,CE,Gasolina C Comum,4.5400,'14/03/2019
260,07605515000326,POSTO SAO RAIMUNDO,"RODOVIA CE 040,SN",KM: 58;,MATAQUIRI,CASCAVEL,CE,Etanol,3.7600,'14/03/2019
261,07605515000326,POSTO SAO RAIMUNDO,"RODOVIA CE 040,SN",KM: 58;,MATAQUIRI,CASCAVEL,CE,Diesel S10,3.7600,'11/04/2019
262,07840472000100,AUTO POSTO SANTA RITA,"AVENIDA BAHIA,625",QUADRA234                 LOTE  10 E 11,CENTRO,PONTALINA,GO,Gasolina C Comum,4.8590,'05/09/2018
263,07840472000100,AUTO POSTO SANTA RITA,"AVENIDA BAHIA,625",QUADRA234                 LOTE  10 E 11,CENTRO,PONTALINA,GO,Etanol,2.9990,'18/07/2018
264,07840472000100,AUTO POSTO SANTA RITA,"AVENIDA BAHIA,625",QUADRA234                 LOTE  10 E 11,CENTRO,PONTALINA,GO,Diesel S500,3.8990,'05/09/2018
265,07840472000100,AUTO POSTO SANTA RITA,"AVENIDA BAHIA,625",QUADRA234                 LOTE  10 E 11,CENTRO,PONTALINA,GO,Diesel S10,3.9990,'05/09/2018
266,07928956000105,POSTO ARIQUEMES,"AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303",,SETOR 02,ARIQUEMES,RO,Gasolina C Comum,4.3900,'26/02/2019
267,07928956000105,POSTO ARIQUEMES,"AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303",,SETOR 02,ARIQUEMES,RO,Diesel S500,3.7100,'26/02/2019
268,07928956000105,POSTO ARIQUEMES,"AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303",,SETOR 02,ARIQUEMES,RO,Diesel S10,3.8100,'26/02/2019
269,08355825000130,POSTO DE COMBUSTÍVEIS 214 SUL,"SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N",,ASA SUL,BRASILIA,DF,Gasolina C Comum,4.3900,'26/06/2018
270,08355825000130,POSTO DE COMBUSTÍVEIS 214 SUL,"SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N",,ASA SUL,BRASILIA,DF,Etanol,3.3800,'26/06/2018
271,08355825000130,POSTO DE COMBUSTÍVEIS 214 SUL,"SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N",,ASA SUL,BRASILIA,DF,GNV,1.0000,'26/06/2018
272,08355825000130,POSTO DE COMBUSTÍVEIS 214 SUL,"SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N",,ASA SUL,BRASILIA,DF,Diesel S500,1.0000,'26/06/2018
273,08355825000130,POSTO DE COMBUSTÍVEIS 214 SUL,"SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N",,ASA SUL,BRASILIA,DF,Diesel S10,4.7990,'26/06/2018
274,08450385000109,COMERCIO DE PRODUTOS MAIS LTDA,"AVENIDA 25 DE AGOSTO,7540",,CIDADE ALTA,ROLIM DE MOURA,RO,Gasolina C Comum,4.7400,'12/07/2018
275,08450385000109,COMERCIO DE PRODUTOS MAIS LTDA,"AVENIDA 25 DE AGOSTO,7540",,CIDADE ALTA,ROLIM DE MOURA,RO,Diesel S500,3.6100,'12/07/2018
276,08450385000109,COMERCIO DE PRODUTOS MAIS LTDA,"AVENIDA 25 DE AGOSTO,7540",,CIDADE ALTA,ROLIM DE MOURA,RO,Diesel S10,3.6900,'12/07/2018
277,08605136000137,POSTO R7,"AVENIDA PARQUE NACIONAL DAS EMAS,S/N",QUADRA 88 LOTES 13/18,BOA VISTA,MINEIROS,GO,Gasolina C Comum,4.5600,'17/04/2019
278,08605136000137,POSTO R7,"AVENIDA PARQUE NACIONAL DAS EMAS,S/N",QUADRA 88 LOTES 13/18,BOA VISTA,MINEIROS,GO,Etanol,3.0900,'17/04/2019
279,08605136000137,POSTO R7,"AVENIDA PARQUE NACIONAL DAS EMAS,S/N",QUADRA 88 LOTES 13/18,BOA VISTA,MINEIROS,GO,Diesel S500,3.7800,'23/04/2019
280,08605136000137,POSTO R7,"AVENIDA PARQUE NACIONAL DAS EMAS,S/N",QUADRA 88 LOTES 13/18,BOA VISTA,MINEIROS,GO,Diesel S10,3.8800,'23/04/2019
281,08742289000126,POSTO DO MANOELAO,"AVENIDA JOAO PESSOA,4954",,CENTRO,ROLIM DE MOURA,RO,Gasolina C Comum,4.6900,'18/07/2018
282,08742289000126,POSTO DO MANOELAO,"AVENIDA JOAO PESSOA,4954",,CENTRO,ROLIM DE MOURA,RO,Diesel S500,3.5800,'18/07/2018
283,08742289000126,POSTO DO MANOELAO,"AVENIDA JOAO PESSOA,4954",,CENTRO,ROLIM DE MOURA,RO,Diesel S10,3.6800,'18/07/2018
284,08754803000143, ,"RODOVIA BR 304,680",,FAZENDA PIATO,MACAIBA,RN,Gasolina C Comum,4.3790,'12/07/2018
285,08754803000143, ,"RODOVIA BR 304,680",,FAZENDA PIATO,MACAIBA,RN,Etanol,3.5990,'12/07/2018
286,08754803000143, ,"RODOVIA BR 304,680",,FAZENDA PIATO,MACAIBA,RN,Diesel S500,3.3790,'12/07/2018
